method,rho,sigma_2,rep,term,beta_true,beta_od,beta_sd,diff
cart,0.0,1.0,29,β₀ (intercept),1,1.0433576686177488,1.1137326748093404,-0.07037500619159154
cart,0.0,1.0,29,β1,1,0.9905504847576259,0.30066172723847623,0.6898887575191497
cart,0.0,1.0,29,β2,1,0.9910695716060243,0.39681577292541803,0.5942537986806062
cart,0.0,1.0,29,β3,1,1.0353908180170004,0.47820066554019636,0.557190152476804
cart,0.0,1.0,29,β4,1,0.978741847698182,0.2889138827932093,0.6898279649049727
cart,0.0,1.0,29,β5,1,1.0470216633951719,0.7052596076401987,0.3417620557549732
cart,0.0,1.0,29,β6,1,1.0237740402146915,0.48627632672075743,0.537497713493934
cart,0.0,1.0,29,β7,1,1.0326754075231563,0.4180560830274102,0.6146193244957461
cart,0.0,1.0,29,β8,1,0.9830300762443884,0.8668421544611629,0.11618792178322557
cart,0.0,1.0,29,β9,1,0.9704062565006747,0.34998963158120394,0.6204166249194707
cart,0.0,1.0,29,β10,1,1.0426342946681544,0.9610057831874708,0.08162851148068362
cart,0.0,1.0,3,β₀ (intercept),1,0.9953983496351244,0.8390470072028791,0.15635134243224535
cart,0.0,1.0,3,β1,1,1.0805261211737232,0.3366960416393598,0.7438300795343633
cart,0.0,1.0,3,β2,1,1.0074039159236643,0.6205056189813306,0.3868982969423337
cart,0.0,1.0,3,β3,1,1.0076832707085432,0.44822589260871293,0.5594573780998303
cart,0.0,1.0,3,β4,1,1.0254891015741519,0.6677486511479654,0.3577404504261864
cart,0.0,1.0,3,β5,1,0.9888890195151688,0.864228273302029,0.12466074621313983
cart,0.0,1.0,3,β6,1,0.9845010140743475,0.37520594456770545,0.6092950695066421
cart,0.0,1.0,3,β7,1,0.950946060626794,0.7819380989053337,0.16900796172146026
cart,0.0,1.0,3,β8,1,1.030056842821643,0.653529073903529,0.376527768918114
cart,0.0,1.0,3,β9,1,1.0084396533449405,0.4422349774071222,0.5662046759378183
cart,0.0,1.0,3,β10,1,1.011598370313935,0.4938420250372616,0.5177563452766735
cart,0.0,1.0,30,β₀ (intercept),1,1.0055226990015549,1.1094436302962414,-0.10392093129468649
cart,0.0,1.0,30,β1,1,0.9124266191343751,0.372036134205873,0.5403904849285021
cart,0.0,1.0,30,β2,1,0.9575336370072083,0.750764205798512,0.20676943120869629
cart,0.0,1.0,30,β3,1,0.9718998125981944,0.5744969591055672,0.39740285349262716
cart,0.0,1.0,30,β4,1,1.0007642558983694,0.6968425563257296,0.3039216995726398
cart,0.0,1.0,30,β5,1,1.0172779092497457,0.14353226888698445,0.8737456403627613
cart,0.0,1.0,30,β6,1,0.9885194467180319,0.6472690815037583,0.34125036521427365
cart,0.0,1.0,30,β7,1,0.9759440451189927,0.3428166440496937,0.633127401069299
cart,0.0,1.0,30,β8,1,1.0344497185077737,0.4825192464646704,0.5519304720431033
cart,0.0,1.0,30,β9,1,1.0293716765393224,0.8275326476308967,0.20183902890842564
cart,0.0,1.0,30,β10,1,0.936898690406431,0.4733529897747936,0.4635457006316374
cart,0.0,1.0,31,β₀ (intercept),1,1.0246968062078867,0.9479944891779291,0.07670231702995767
cart,0.0,1.0,31,β1,1,0.999342542341996,0.8682867591407634,0.13105578320123268
cart,0.0,1.0,31,β2,1,1.006388242529446,0.5648573967556907,0.44153084577375523
cart,0.0,1.0,31,β3,1,1.0431695077611869,0.7680148523599205,0.2751546554012664
cart,0.0,1.0,31,β4,1,1.0251492363078831,0.43609448958966296,0.5890547467182201
cart,0.0,1.0,31,β5,1,0.9605817685287771,1.0078943802710187,-0.04731261174224166
cart,0.0,1.0,31,β6,1,1.0485301001967489,0.6294407382928162,0.41908936190393264
cart,0.0,1.0,31,β7,1,1.0142728634671319,0.2511730294690348,0.763099833998097
cart,0.0,1.0,31,β8,1,1.0293109156075442,0.4667788335119809,0.5625320820955633
cart,0.0,1.0,31,β9,1,1.0272028610089203,0.8165555067617956,0.21064735424712477
cart,0.0,1.0,31,β10,1,1.0237087069658184,0.5816861477934424,0.442022559172376
cart,0.0,1.0,32,β₀ (intercept),1,1.0042597256027137,0.9480969778293526,0.056162747773361055
cart,0.0,1.0,32,β1,1,0.9804430162884846,0.44915585230304406,0.5312871639854406
cart,0.0,1.0,32,β2,1,0.9793400578539175,0.5441676342209221,0.43517242363299546
cart,0.0,1.0,32,β3,1,0.9462886750655821,0.3482683851041902,0.5980202899613919
cart,0.0,1.0,32,β4,1,1.048369952505652,0.46557398316634396,0.5827959693393081
cart,0.0,1.0,32,β5,1,1.051869918537196,0.5825215980982177,0.46934832043897834
cart,0.0,1.0,32,β6,1,1.0042984180999082,0.6307769369776187,0.37352148112228944
cart,0.0,1.0,32,β7,1,1.051672597974121,0.6270962195631996,0.42457637841092144
cart,0.0,1.0,32,β8,1,1.0259881353160056,0.668472869502262,0.3575152658137436
cart,0.0,1.0,32,β9,1,0.9936738201660515,0.39479614337207375,0.5988776767939779
cart,0.0,1.0,32,β10,1,0.9641351558447976,0.4007979964243943,0.5633371594204033
cart,0.0,1.0,33,β₀ (intercept),1,0.9779640983535404,0.9813737330306916,-0.0034096346771512742
cart,0.0,1.0,33,β1,1,1.0439001281326719,0.36379859847518803,0.6801015296574838
cart,0.0,1.0,33,β2,1,1.0036033169289371,0.66559750399515,0.33800581293378706
cart,0.0,1.0,33,β3,1,1.0079640876994553,0.6763040841634389,0.33166000353601643
cart,0.0,1.0,33,β4,1,1.0230661822366416,0.584113990653439,0.43895219158320253
cart,0.0,1.0,33,β5,1,0.9907631524371039,0.50066931950869,0.4900938329284139
